,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,exists
1560,PG44977,The Complete Poems of Sir John Davies. Volume 1 of 2.,"Davies, John, Sir",1569.0,1626.0,['en'],447,"{'English poetry -- Early modern, 1500-1700', 'Davies, John, Sir, 1569-1626'}",,False
1561,PG21130,Book of Wise Sayings: Selected Largely from Eastern Sources,"Clouston, W. A. (William Alexander)",1843.0,1896.0,['en'],447,"{'Quotations', 'Maxims'}",,False
1562,PG8799,"The Divine Comedy by Dante, Illustrated, Paradise, Complete",Dante Alighieri,1265.0,1321.0,['en'],447,"{'Italian poetry -- To 1400 -- Translations into English', 'Epic poetry, Italian -- Translations into English'}",,False
1563,PG1346,The Eighteenth Brumaire of Louis Bonaparte,"Marx, Karl",1818.0,1883.0,['en'],447,"{'Napoleon III, Emperor of the French, 1808-1873', ""France -- History -- Coup d'état, 1851"", 'France -- History -- February Revolution, 1848', 'France -- Politics and government -- 1848-1852', 'France -- History -- Second Republic, 1848-1852'}",,False
1564,PG42390,The Myths of the North American Indians,"Spence, Lewis",1874.0,1955.0,['en'],446,"{'Indians of North America -- Folklore', 'Indian mythology -- North America'}",,False
1565,PG46480,Magic and Religion,"Lang, Andrew",1844.0,1912.0,['en'],446,"{'Religion', 'Mythology'}",,False
1566,PG43696,The Story of Mary MacLane,"MacLane, Mary",1881.0,1929.0,['en'],446,"{'MacLane, Mary, 1881-1929'}",,False
1567,PG21852,Folklore as an Historical Science,"Gomme, George Laurence",1853.0,1916.0,['en'],445,{'Folklore'},,False
1568,PG8789,"The vision of hell.: By Dante Alighieri.; Translated by Rev. Henry Francis Cary, M.A.; and illustrated with the seventy-five designs of Gustave Doré.",Dante Alighieri,1265.0,1321.0,['en'],444,"{'Italian poetry -- To 1400 -- Translations into English', 'Epic poetry, Italian -- Translations into English', 'Hell -- Poetry'}",,False
1569,PG53879,"The Witches' Dream Book; and Fortune Teller: Embracing full and correct rules of divination concerning dreams and visions, foretelling of future events, their scientific application to physiognomy, palmistry, moles, cards, &c.; together with the application and observance of talismen charms, spells and incantations.","Noe, A. H.",,,['en'],443,"{'Dreams', 'Fortune-telling'}",,False
1570,PG3020,Table Talk: Essays on Men and Manners,"Hazlitt, William",1778.0,1830.0,['en'],443,{'English essays'},,False
1571,PG28093,The Confessions of Arsène Lupin,"Leblanc, Maurice",1864.0,1941.0,['en'],443,"{'Adventure and adventurers -- Fiction', 'Burglars -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction'}",,False
1572,PG13416,The Darling and Other Stories,"Chekhov, Anton Pavlovich",1860.0,1904.0,['en'],443,"{'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English', 'Russia -- Social life and customs -- Fiction'}",,False
1573,PG6409,How to Speak and Write Correctly,"Devlin, Joseph",,,['en'],442,"{'English language -- Grammar', 'English language -- Style', 'English language -- Rhetoric', 'English language -- Usage'}",,False
1574,PG12587,The Man Who Laughs: A Romance of English History,"Hugo, Victor",1802.0,1885.0,['en'],442,"{'Traveling theater -- Fiction', 'Great Britain -- History -- Anne, 1702-1714 -- Fiction', 'England -- Fiction', 'Mouth -- Wounds and injuries -- Fiction', 'Historical fiction', 'Great Britain -- History -- James II, 1685-1688 -- Fiction', 'Clowns -- Fiction'}",,False
1575,PG5164,The Beetle: A Mystery,"Marsh, Richard",1857.0,1915.0,['en'],441,"{'Politicians -- Fiction', 'Horror tales', 'Monsters -- Fiction', 'Paranormal fiction', 'British -- Egypt -- Fiction', 'Revenge -- Fiction', 'Champnell, Augustus (Fictitious character) -- Fiction', 'London (England) -- Fiction', 'Egypt -- Antiquities -- Collection and preservation -- Fiction', 'Egyptologists -- Fiction'}",,False
1576,PG40868,The World as Will and Idea (Vol. 3 of 3),"Schopenhauer, Arthur",1788.0,1860.0,['en'],441,"{'Will', 'Philosophy', 'Knowledge, Theory of', 'Idea (Philosophy)'}",,False
1577,PG63107,Mrs Dalloway in Bond Street,"Woolf, Virginia",1882.0,1941.0,['en'],440,"{'English fiction -- 20th century', 'Married women -- Fiction', 'London (England) -- Fiction', 'Short stories, English'}",,False
1578,PG5100,Alaeddin and the Enchanted Lamp,,,,['en'],440,"{'Tales -- Arab countries', 'Folklore -- Arab countries'}",,False
1579,PG10378,Autobiography,"Mill, John Stuart",1806.0,1873.0,['en'],440,"{'Philosophers -- England -- Biography', 'Mill, John Stuart, 1806-1873'}",,False
1580,PG59606,Types of News Writing,"Bleyer, Willard Grosvenor",1873.0,1935.0,['en'],439,{'Journalism'},,False
1581,PG20872,"The Best Short Stories of 1917, and the Yearbook of the American Short Story",,,,['en'],438,"{'Short stories, American', 'American fiction -- 20th century'}",,False
1582,PG40089,Reconstruction in Philosophy,"Dewey, John",1859.0,1952.0,['en'],437,{'Philosophy'},,False
1583,PG42991,Castes and Tribes of Southern India. Vol. 1 of 7,"Thurston, Edgar",1855.0,1935.0,['en'],437,"{'Tribes -- India, South', 'Caste -- India, South', 'Ethnology -- India, South', 'India, South -- Social life and customs'}",,False
1584,PG13334,"The Collected Works of Ambrose Bierce, Volume 02: In the Midst of Life: Tales of Soldiers and Civilians","Bierce, Ambrose",1842.0,1913.0,['en'],437,"{'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Paranormal fiction', 'War stories, American', 'Horror tales, American'}",,False
1585,PG24878,"Lucy Maud Montgomery Short Stories, 1909 to 1922","Montgomery, L. M. (Lucy Maud)",1874.0,1942.0,['en'],437,"{'Short stories, Canadian'}",,False
1586,PG697,The Light Princess,"MacDonald, George",1824.0,1905.0,['en'],437,"{'Fairy tales -- Great Britain', ""Children's stories, English"", 'Fairy tales'}",,False
1587,PG30221,"Birds, Illustrated by Color Photography, Vol. 1, No. 1: January, 1897",Various,,,['en'],436,"{'Natural history -- Periodicals', 'Zoological illustration -- Periodicals', 'Birds -- Periodicals'}",,False
1588,PG44385,"Bliss, and Other Stories","Mansfield, Katherine",1888.0,1923.0,['en'],436,"{'Short stories, New Zealand', 'Europe -- Social life and customs -- Fiction', 'New Zealand -- Social life and customs -- Fiction'}",,False
1589,PG71783,"Sunshine and shadow, or, Paul Burton's surprise : $b A romance of the American Revolution","Moore, Julia A.",1847.0,1920.0,['en'],436,"{'United States -- History -- Revolution, 1775-1783 -- Fiction'}",,False
1590,PG24979,A Source Book for Ancient Church History,"Ayer, Joseph Cullen",1866.0,1944.0,['en'],436,"{'Church history -- Primitive and early church, ca. 30-600 -- Sources'}",,False
1591,PG55426,William Wycherley [Four Plays],"Wycherley, William",1640.0,1716.0,['en'],436,"{'English drama -- 17th century', 'English drama (Comedy)'}",,False
1592,PG55620,Histories of two hundred and fifty-one divisions of the German army which participated in the war (1914-1918),United States. War Department. General Staff,,,['en'],435,"{'Germany. Heer -- History -- World War, 1914-1918', 'World War, 1914-1918 -- Germany'}",,False
1593,PG2667,The Vicar of Wakefield,"Goldsmith, Oliver",,1774.0,['en'],434,"{'Poor families -- Fiction', 'England -- Fiction', 'Children of clergy -- Fiction', 'Domestic fiction', 'Abduction -- Fiction', 'Clergy -- Fiction', 'Prisoners -- Fiction'}",,False
1594,PG1640,Lilith: A Romance,"MacDonald, George",1824.0,1905.0,['en'],434,{'Fantasy fiction'},,False
1595,PG1883,"The Wife, and Other Stories","Chekhov, Anton Pavlovich",1860.0,1904.0,['en'],434,"{'Chekhov, Anton Pavlovich, 1860-1904 -- Translations into English', 'Short stories', 'Russia -- Social life and customs -- Fiction'}",,False
1596,PG3875,Memoirs of Louis XIV and His Court and of the Regency — Complete,"Saint-Simon, Louis de Rouvroy, duc de",1675.0,1755.0,['en'],434,"{'France -- History -- Regency, 1715-1723', 'France -- Court and courtiers', 'France -- History -- Louis XIV, 1643-1715'}",,False
1597,PG615,Orlando Furioso,"Ariosto, Lodovico",1474.0,1533.0,['en'],434,"{'Epic poetry, Italian -- Translations into English', 'Roland (Legendary character) -- Romances', 'Knights and knighthood -- Poetry'}",,False
1598,PG60184,The Story of King Arthur and his Knights,"Pyle, Howard",1853.0,1911.0,['en'],433,"{'Knights and knighthood -- Folklore', 'Folklore -- England', 'Arthur, King -- Legends', 'Arthurian romances -- Adaptations'}",,False
1599,PG5342,The Story Girl,"Montgomery, L. M. (Lucy Maud)",1874.0,1942.0,['en'],433,"{'Storytellers -- Fiction', 'Cousins -- Fiction', 'Prince Edward Island -- Fiction'}",,False
1600,PG71822,"The pearl of charity : $b or, the chain and seals.","Leslie, Madeline",1815.0,1893.0,['en'],433,"{'Christian life -- Juvenile fiction', 'Charity -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",,False
1601,PG1178,The Polity of the Athenians and the Lacedaemonians,Xenophon,-431.0,-355.0,['en'],433,"{'Greece -- Politics and government -- Early works to 1800', 'Classical literature'}",,False
1602,PG12480,Clairvoyance and Occult Powers,"Atkinson, William Walker",1862.0,1932.0,['en'],432,{'Clairvoyance'},,False
1603,PG1028,The Professor,"Brontë, Charlotte",1816.0,1855.0,['en'],432,"{'British -- Belgium -- Fiction', 'Love stories', 'Belgium -- Social life and customs -- 19th century -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Women teachers -- Fiction', 'Brussels (Belgium) -- Fiction'}",,False
1604,PG42500,"The Maine Woods: The Writings of Henry David Thoreau, Volume 03 (of 20)","Thoreau, Henry David",1817.0,1862.0,['en'],432,"{'Piscataquis County (Me.) -- Description and travel', 'Maine -- Description and travel', 'Authors, American -- 19th century -- Biography', 'Thoreau, Henry David, 1817-1862 -- Travel -- Maine'}",,False
1605,PG43635,Educational Toys: Consisting Chiefly of Coping-Saw Problems for Children in School and the Home,"Petersen, Louis Christian",1878.0,,['en'],431,"{'Woodwork', 'Toys'}",,False
1606,PG13510,"Knots, Splices and Rope Work: A Practical Treatise Giving Complete and Simple Directions for Making All the Most Useful and Ornamental Knots in Common Use, with Chapters on Splicing, Pointing, Seizing, Serving, etc.","Verrill, A. Hyatt (Alpheus Hyatt)",1871.0,1954.0,['en'],431,{'Knots and splices'},,False
1607,PG38194,An Inquiry Into the Nature and Causes of the Wealth of Nations,"Garnier, M. (Germain)",1754.0,1821.0,['en'],431,{'Economics'},,False
1608,PG12732,A collection of short-stories,,,,['en'],431,{'Short stories'},,False
1609,PG63256,The American Diary of a Japanese Girl,"Noguchi, Yoné",1875.0,1947.0,['en'],430,"{'Japan -- Fiction', 'Japanese -- United States -- Fiction'}",,False
1610,PG6456,Public Opinion,"Lippmann, Walter",1889.0,1974.0,['en'],430,"{'Public opinion', 'Public opinion -- United States', 'United States -- Politics and government', 'Social psychology', 'Social psychology -- United States'}",,False
1611,PG12426,Routledge's Manual of Etiquette,"Routledge, George",1812.0,1888.0,['en'],430,{'Etiquette'},,False
1612,PG34815,Jane's All the World's Aircraft. 1913,,,,['en'],429,"{'Airships -- Periodicals', 'Aeronautics -- Periodicals'}",,False
1613,PG2445,Letters on England,Voltaire,1694.0,1778.0,['en'],429,"{'Philosophy, Modern -- 18th century', 'Great Britain -- Civilization -- 18th century', 'English literature -- 18th century -- History and criticism', 'Great Britain -- Religion', 'Imaginary letters', 'Great Britain -- Intellectual life -- 18th century'}",,False
1614,PG55219,The Prose Tales of Alexander Pushkin,"Pushkin, Aleksandr Sergeevich",1799.0,1837.0,['en'],429,"{'Short stories, Russian -- Translations into English', 'Pushkin, Aleksandr Sergeevich, 1799-1837 -- Translations into English', 'Russia -- Social life and customs -- Fiction'}",,False
1615,PG2183,Three men on the bummel,"Jerome, Jerome K. (Jerome Klapka)",1859.0,1927.0,['en'],429,"{'Black Forest (Germany) -- Fiction', 'British -- Germany -- Fiction', 'Humorous stories', 'Bicycle touring -- Fiction'}",,False
1616,PG4017,The Hollow Needle; Further adventures of Arsène Lupin,"Leblanc, Maurice",1864.0,1941.0,['en'],428,"{'Burglars -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction'}",,False
1617,PG223,The Wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],428,"{'England -- Fiction', 'Brown, Father (Fictitious character) -- Fiction', 'Detective and mystery stories, English', 'Clergy -- Fiction', 'Catholics -- Fiction'}",,False
1618,PG26163,Creative Evolution,"Bergson, Henri",1859.0,1941.0,['en'],428,"{'Metaphysics', 'Evolution', 'Life'}",,False
1619,PG34339,The Princess and the Goblin,"MacDonald, George",1824.0,1905.0,['en'],427,"{'Princesses -- Juvenile fiction', 'Goblins -- Juvenile fiction', 'Fantasy literature', 'Fairy tales', ""Children's stories""}",,False
1620,PG42182,The Hyborian Age,"Howard, Robert E. (Robert Ervin)",1906.0,1936.0,['en'],427,"{'Conan (Fictitious character) -- Fiction', 'Fantasy fiction, American'}",,False
1621,PG1459,Prufrock and Other Observations,"Eliot, T. S. (Thomas Stearns)",1888.0,1965.0,['en'],427,{'Poetry'},,False
1622,PG28496,Introduction to the Science of Sociology,"Burgess, E. W. (Ernest Watson)",1886.0,1966.0,['en'],427,{'Sociology'},,False
1623,PG34114,"Soap-Making Manual: A Practical Handbook on the Raw Materials, Their Manipulation, Analysis and Control in the Modern Soap Plant.","Thomssen, Edgar George",1886.0,,['en'],426,{'Soap'},,False
1624,PG21790,The Dance of Death,"Corrozet, Gilles",1510.0,1568.0,['en'],426,"{'Dance of death', 'Holbein, Hans, 1497-1543'}",,False
1625,PG70271,When we were very young,"Milne, A. A. (Alan Alexander)",1882.0,1956.0,['en'],426,"{""Children's poetry, English""}",,False
1626,PG30718,An Outline of Occult Science,"Steiner, Rudolf",1861.0,1925.0,['en'],425,"{'Theosophy', 'Anthroposophy', 'Occultism'}",,False
1627,PG15464,Foods that will win the war and how to cook them (1918),"Goudiss, Alberta M. (Alberta Moorhouse)",1876.0,,['en'],425,"{'Cooking, American', 'Food conservation', 'Menus'}",,False
1628,PG39863,The Montessori Method: Scientific Pedagogy as Applied to Child Education in 'The Children's Houses' with Additions and Revisions by the Author,"Montessori, Maria",1870.0,1952.0,['en'],425,{'Montessori method of education'},,False
1629,PG3543,Heartbreak House,"Shaw, Bernard",1856.0,1950.0,['en'],424,"{'England -- Social life and customs -- 20th century -- Drama', 'Upper class -- England -- Drama', 'World War, 1914-1918 -- Drama'}",,False
1630,PG71830,"Chambers's journal of popular literature, science, and art, fifth series, no. 131, vol. III, July 3, 1886",Various,,,['en'],424,{'Periodicals'},,False
1631,PG154,The Rise of Silas Lapham,"Howells, William Dean",1837.0,1920.0,['en'],424,"{'Psychological fiction', 'Socialites -- Fiction', 'Businessmen -- Fiction', 'Rich people -- Fiction', 'Domestic fiction', 'Boston (Mass.) -- Fiction'}",,False
1632,PG13616,"The Philippine Islands, 1493-1803 — Volume 03 of 55: 1569-1576; Explorations by Early Navigators, Descriptions of the Islands and Their Peoples, Their History and Records of the Catholic Missions, as Related in Contemporaneous Books and Manuscripts, Showing the Political, Economic, Commercial and Religious Conditions of Those Islands from Their Earliest Relations with European Nations to the Beginning of the Nineteenth Century",,,,['en'],424,"{'Philippines -- History -- Sources', 'Philippines -- Discovery and exploration', 'Demarcation line of Alexander VI', 'Missions -- Philippines'}",,False
1633,PG56852,Time and Free Will: An Essay on the Immediate Data of Consciousness,"Bergson, Henri",1859.0,1941.0,['en'],424,"{'Consciousness', 'Space and time', 'Free will and determinism'}",,False
1634,PG12910,Early Britain—Roman Britain,"Conybeare, John William Edward",1843.0,1931.0,['en'],424,"{'Great Britain -- History -- Roman period, 55 B.C.-449 A.D.'}",,False
1635,PG46389,The Sayings of Confucius: A New Translation of the Greater Part of the Confucian Analects,Confucius,-551.0,-479.0,['en'],423,"{'Ethics -- China', 'Philosophy, Chinese'}",,False
1636,PG27035,Entretiens / Interviews / Entrevistas,"Lebert, Marie",,,"['en', 'es', 'fr']",423,"{'World Wide Web', 'Internet'}",,False
1637,PG1424,Castle Rackrent,"Edgeworth, Maria",1767.0,1849.0,['en'],423,"{'Landowners -- Fiction', 'Poor families -- Fiction', 'Landlord and tenant -- Fiction', 'Ireland -- Social life and customs -- Fiction', 'Administration of estates -- Fiction', 'Domestic fiction', 'Rich people -- Fiction', 'Pastoral fiction', 'Rural conditions -- Fiction', 'Ireland -- Fiction'}",,False
1638,PG10739,The Essays of Arthur Schopenhauer; On Human Nature,"Schopenhauer, Arthur",1788.0,1860.0,['en'],423,"{'Political science', 'Ethics'}",,False
1639,PG30754,"The Stones of Venice, Volume 1 (of 3)","Ruskin, John",1819.0,1900.0,['en'],422,{'Architecture -- Italy -- Venice'},,False
1640,PG27991,The Blue Bird for Children: The Wonderful Adventures of Tyltyl and Mytyl in Search of Happiness,"Leblanc, Georgette",1869.0,1941.0,['en'],422,"{'Children -- Juvenile fiction', ""Children's stories""}",,False
1641,PG71974,The reformation in Poland : $b Some social and economic aspects,"Fox, Paul",1874.0,1961.0,['en'],422,"{'Poland -- Social conditions', 'Reformation -- Poland', 'Poland -- Economic conditions'}",,False
1642,PG13211,"The Pearl: A Middle English Poem, A Modern Version in the Metre of the Original","Jewett, Sophie",1861.0,1909.0,['en'],422,"{'Christian poetry, English (Middle) -- Translations into English'}",,False
1643,PG207,The Spell of the Yukon and Other Verses,"Service, Robert W. (Robert William)",1874.0,1958.0,['en'],422,{'Yukon River Valley (Yukon and Alaska) -- Poetry'},,False
1644,PG18253,Discovery of Witches: The Wonderfull Discoverie of Witches in the Countie of Lancaster,"Potts, Thomas, active 1612-1618",,,['en'],422,"{'Witchcraft -- England -- Lancashire', 'Preston, Jennet, -1612'}",,False
1645,PG34414,Just—William,"Crompton, Richmal",1890.0,1969.0,['en'],421,"{'Boys -- Juvenile fiction', 'William (Fictitious character from Crompton) -- Juvenile fiction', 'Humorous stories, English', ""Children's stories, English""}",,False
1646,PG5347,Understood Betsy,"Fisher, Dorothy Canfield",1879.0,1958.0,['en'],421,"{'Self-perception -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Vermont -- Juvenile fiction'}",,False
1647,PG32530,Armageddon—2419 A.D.,"Nowlan, Philip Francis",1888.0,1940.0,['en'],421,"{'War stories', 'Science fiction'}",,False
1648,PG2517,Lincoln's Yarns and Stories: A Complete Collection of the Funny and Witty Anecdotes That Made Lincoln Famous as America's Greatest Story Teller,"McClure, Alexander K. (Alexander Kelly)",1828.0,1909.0,['en'],421,"{'Lincoln, Abraham, 1809-1865 -- Anecdotes'}",,False
1649,PG32954,The Black Arrow: A Tale of the Two Roses,"Stevenson, Robert Louis",1850.0,1894.0,['en'],420,"{'Bildungsromans', 'Outlaws -- Fiction', 'Great Britain -- History -- Wars of the Roses, 1455-1485 -- Fiction', 'Historical fiction', 'War stories', 'Knights and knighthood -- Fiction', 'Guardian and ward -- Fiction', 'Young men -- Fiction'}",,False
1650,PG35580,On the Laws of Japanese Painting: An Introduction to the Study of the Art of Japan,"Bowie, Henry P.",1848.0,1921.0,['en'],420,"{'Painting, Japanese'}",,False
1651,PG1188,The Lair of the White Worm,"Stoker, Bram",1847.0,1912.0,['en'],420,"{'Horror tales', 'Gothic fiction'}",,False
1652,PG47111,"Letters from a Farmer in Pennsylvania, to the Inhabitants of the British Colonies","Dickinson, John",1732.0,1808.0,['en'],419,"{'Great Britain -- Colonies -- America -- Early works to 1800', 'United States -- History -- Revolution, 1775-1783 -- Causes', 'Finance -- Great Britain -- Colonies'}",,False
1653,PG31511,A History of Witchcraft in England from 1558 to 1718,"Notestein, Wallace",1878.0,1969.0,['en'],419,{'Witchcraft -- England -- History'},,False
1654,PG34392,Cape Cod,"Thoreau, Henry David",1817.0,1862.0,['en'],419,{'Cape Cod (Mass.) -- Description and travel'},,False
1655,PG30580,The Fairy Books of Andrew Lang: A Project Gutenberg Linked Index to All Stories in the 12 Volumes,"Lang, Andrew",1844.0,1912.0,['en'],418,"{'Folklore', 'Fairy tales'}",,False
1656,PG29635,Dr. Montessori's Own Handbook,"Montessori, Maria",1870.0,1952.0,['en'],418,{'Montessori method of education'},,False
1657,PG52468,The Lower Depths: A Drama in Four Acts,"Gorky, Maksim",1868.0,1936.0,['en'],418,"{'Russia -- Social conditions -- 1801-1917 -- Drama', 'Poverty -- Russia -- Drama', 'Poverty -- Moral and ethical aspects -- Drama', 'Russian drama -- Translations into English'}",,False
1658,PG4368,Flappers and Philosophers,"Fitzgerald, F. Scott (Francis Scott)",1896.0,1940.0,['en'],418,"{'Short stories, American', 'Fiction'}",,False
1659,PG20179,"The Ship of Fools, Volume 1","Brant, Sebastian",1458.0,1521.0,['en'],418,"{'German poetry -- Translations into English', 'English poetry -- Translations from German'}",,False
1660,PG15319,The government class book: Designed for the instruction of youth in the principles of constitutional government and the rights and duties of citizens.,"Young, Andrew W. (Andrew White)",1802.0,1877.0,['en'],418,"{'United States -- Politics and government -- Handbooks, manuals, etc.'}",,False
1661,PG1245,Night and Day,"Woolf, Virginia",1882.0,1941.0,['en'],417,"{'Love stories', 'Poets -- Family relationships -- Fiction', 'Domestic fiction', 'Young women -- Fiction', 'Mothers and daughters -- Fiction', 'London (England) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Biographers -- Fiction'}",,False
1662,PG1026,The Diary of a Nobody,"Grossmith, George",1847.0,1912.0,['en'],417,"{'Diary fiction', 'Suburban life -- Fiction', 'Humorous stories', 'England -- Fiction', 'Men -- England -- Fiction', 'Middle class -- Fiction'}",,False
1663,PG14363,"The Worst Journey in the World: Antarctic, 1910-1913","Cherry-Garrard, Apsley",1886.0,1959.0,['en'],417,"{'Antarctica -- Discovery and exploration -- British', 'Scott, Robert Falcon, 1868-1912 -- Travel -- Antarctica', 'British Antarctic (""Terra Nova"") Expedition (1910-1913)', 'Cherry-Garrard, Apsley, 1886-1959 -- Travel -- Antarctica'}",,False
1664,PG27726,Tolstoy on Shakespeare: A Critical Essay on Shakespeare,"Tolstoy, Leo, graf",1828.0,1910.0,['en'],417,"{'Shakespeare, William, 1564-1616 -- Political and social views', 'Shakespeare, William, 1564-1616 -- Criticism and interpretation'}",,False
1665,PG29855,The Rosicrucian Mysteries: An Elementary Exposition of Their Secret Teachings,"Heindel, Max",1865.0,1919.0,['en'],417,{'Rosicrucians'},,False
1666,PG47833,"Archæological Essays, Vol. 2","Simpson, James Young",1811.0,1870.0,['en'],416,{'Archaeology'},,False
1667,PG40256,Barium: A Cause of the Loco-Weed Disease,"Crawford, Albert Cornelius",,,['en'],416,"{'Barium', 'Astragalus earlei'}",,False
1668,PG6373,"The Luck of Roaring Camp and Other Tales: With Condensed Novels, Spanish and American Legends, and Earlier Papers","Harte, Bret",1836.0,1902.0,['en'],416,"{'Frontier and pioneer life -- West (U.S.) -- Fiction', 'Western stories'}",,False
1669,PG20058,The Napoleon of Notting Hill,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],416,"{'Political fiction', 'Notting Hill (London, England) -- Fiction', 'Fantasy fiction'}",,False
1670,PG38253,A Description of the Coasts of East Africa and Malabar in the Beginning of the Sixteenth Century,,,,['en'],415,"{'Arabian Peninsula -- Description and travel', 'China -- Description and travel -- Early works to 1800', 'Malay Archipelago -- Description and travel', 'Voyages and travels -- Early works to 1800', 'Malabar (India) -- Description and travel', 'Africa, East -- Description and travel -- Early works to 1800', 'India -- Description and travel -- Early works to 1800', 'Iran -- Description and travel -- Early works to 1800'}",,False
1671,PG53535,Common Trees of Pennsylvania,"Aughenbaugh, J. E.",,,['en'],415,{'Trees -- Pennsylvania'},,False
1672,PG39030,The Influence and Development of English Gilds: As Illustrated by the History of the Craft Gilds of Shrewsbury,"Hibbert, Francis Aiden",1866.0,1933.0,['en'],415,"{'Guilds -- England -- Shrewsbury (England) -- History', 'Guilds -- England -- History'}",,False
1673,PG2806,"The Phantom 'Rickshaw, and Other Ghost Stories","Kipling, Rudyard",1865.0,1936.0,['en'],415,"{'Ghost stories, English'}",,False
1674,PG25290,Line and Form (1900),"Crane, Walter",1845.0,1915.0,['en'],415,"{'Drawing', 'Decoration and ornament'}",,False
1675,PG1171,The Apology,Xenophon,-431.0,-355.0,['en'],414,"{'Classical literature', 'Socrates, 470 BC-399 BC'}",,False
1676,PG4737,A Tale of a Tub,"Swift, Jonathan",1667.0,1745.0,['en'],414,"{'Satire, English'}",,False
1677,PG4010,Marmion: A Tale Of Flodden Field,"Scott, Walter",1771.0,1832.0,['en'],414,"{'Flodden, Battle of, England, 1513 -- Poetry'}",,False
1678,PG54672,"Les Bijoux Indiscrets, or, The Indiscreet Toys","Diderot, Denis",1713.0,1784.0,['en'],413,"{'Erotic stories', 'Louis XV, King of France, 1710-1774 -- Fiction'}",,False
1679,PG26908,"Conversations on Chemistry, V. 1-2: In Which the Elements of that Science Are Familiarly Explained and Illustrated by Experiments","Marcet, Mrs. (Jane Haldimand)",1769.0,1858.0,['en'],413,{'Chemistry'},,False
1680,PG19022,The Science of Fingerprints: Classification and Uses,United States. Federal Bureau of Investigation,,,['en'],413,{'Fingerprints'},,False
1681,PG677,"The Heroes; Or, Greek Fairy Tales for My Children","Kingsley, Charles",1819.0,1875.0,['en'],412,"{'Mythology, Greek -- Juvenile literature'}",,False
1682,PG32507,The Planters of Colonial Virginia,"Wertenbaker, Thomas Jefferson",1879.0,1966.0,['en'],412,"{'Slavery -- Virginia', 'Virginia -- Economic conditions', 'Virginia -- History -- Colonial period, ca. 1600-1775'}",,False
1683,PG52839,Texas Rocks and Minerals: An Amateur's Guide,"Girard, Roselle M.",1918.0,,['en'],412,"{'Petrology -- Texas', 'Mineralogy -- Texas', 'Petrology'}",,False
1684,PG49525,First Lensman,"Smith, E. E. (Edward Elmer)",1890.0,1965.0,['en'],412,"{'Outer space -- Exploration -- Fiction', 'Space security -- Fiction', 'Space warfare -- Fiction', 'Space colonies -- Fiction', 'Imaginary wars and battles -- Fiction', 'Science fiction', 'Human-alien encounters -- Fiction', 'Psychic ability -- Fiction'}",,False
1685,PG2027,"Tartuffe; Or, The Hypocrite",Molière,1622.0,1673.0,['en'],412,"{'French drama -- 17th century -- Translations into English', 'Comedies'}",,False
1686,PG53038,"Language: Its Nature, Development and Origin","Jespersen, Otto",1860.0,1943.0,['en'],412,{'Language and languages'},,False
1687,PG263,"Trees, and Other Poems","Kilmer, Joyce",1886.0,1918.0,['en'],411,"{'Poetry, Modern -- 20th century'}",,False
1688,PG3741,The Writings of Thomas Paine — Volume 1 (1774-1779): The American Crisis,"Paine, Thomas",1737.0,1809.0,['en'],411,"{'Political science', 'United States -- History -- Revolution, 1775-1783'}",,False
1689,PG1059,The World Set Free,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],411,"{'War stories', 'Imaginary wars and battles -- Fiction', 'Nuclear warfare -- Fiction'}",,False
1690,PG33411,A critical history of Greek philosophy,"Stace, W. T. (Walter Terence)",1886.0,1967.0,['en'],411,"{'Philosophy, Ancient'}",,False
1691,PG16564,"Amphitryo, Asinaria, Aulularia, Bacchides, Captivi: Amphitryon, The Comedy of Asses, The Pot of Gold, The Two; Bacchises, The Captives","Plautus, Titus Maccius",-254.0,-184.0,"['en', 'la']",411,"{'Latin drama (Comedy) -- Translations into English', 'Latin drama (Comedy)'}",,False
1692,PG71808,The binding of the Nile and the new Soudan,"Peel, Sidney Cornwallis",1870.0,1938.0,['en'],410,"{'Sudan (Region)', 'Irrigation -- Egypt', 'Nile River'}",,False
1693,PG15809,A Apple Pie,"Greenaway, Kate",1846.0,1901.0,['en'],410,"{""Children's poetry"", 'Alphabet rhymes', 'Nursery rhymes', 'Alphabet'}",,False
1694,PG38010,The Adventures of John Jewitt: Only Survivor of the Crew of the Ship Boston During a Captivity of Nearly Three Years Among the Indians of Nootka Sound in Vancouver Island,"Jewitt, John Rodgers",1783.0,1821.0,['en'],409,"{'Indian captivities', 'Nootka Indians', 'Nootka Sound (B.C.)'}",,False
